img_id,img_from_id,file,hw,box_id,box,label
38,0,SOL4_ST2_0051_CROPPED_38.JPG,"[4, 2]",0-25,[ 533  688  724 1019],0
39,0,SOL4_ST2_0051_CROPPED_39.JPG,"[4, 3]",0-13,[562 576 598 619],2
39,0,SOL4_ST2_0051_CROPPED_39.JPG,"[4, 3]",0-25,[  21  688  212 1019],0
40,0,SOL4_ST2_0051_CROPPED_40.JPG,"[4, 4]",0-13,[ 50 576  86 619],2
40,0,SOL4_ST2_0051_CROPPED_40.JPG,"[4, 4]",0-27,[809 792 854 833],2
41,0,SOL4_ST2_0051_CROPPED_41.JPG,"[4, 5]",0-27,[297 792 342 833],2
42,0,SOL4_ST2_0051_CROPPED_42.JPG,"[4, 6]",0-36,[776 488 819 531],2
43,0,SOL4_ST2_0051_CROPPED_43.JPG,"[4, 7]",0-36,[264 488 307 531],2
39,0,SOL4_ST2_0051_CROPPED_39.JPG,"[4, 3]",0-24,[ 266  460  925 1023],0
42,0,SOL4_ST2_0051_CROPPED_42.JPG,"[4, 6]",0-12,[ 183  978  252 1023],2
23,0,SOL4_ST2_0051_CROPPED_23.JPG,"[2, 5]",0-34,[ 288   78 1023  674],1
12,0,SOL4_ST2_0051_CROPPED_12.JPG,"[1, 3]",0-29,[   0  296  994 1023],0
41,0,SOL4_ST2_0051_CROPPED_41.JPG,"[4, 5]",0-26,[   0  588 1023 1023],0
41,0,SOL4_ST2_0051_CROPPED_41.JPG,"[4, 5]",0-5,[ 133  678  624 1023],4
32,0,SOL4_ST2_0051_CROPPED_32.JPG,"[3, 5]",0-0,[ 388   50 1023  700],13
19,0,SOL4_ST2_0051_CROPPED_19.JPG,"[2, 1]",0-3,[  0  80 636 562],3
100,1,SOL4_ST2_0007_CROPPED_0.JPG,"[0, 0]",1-0,[689 463 825 676],4
100,1,SOL4_ST2_0007_CROPPED_0.JPG,"[0, 0]",1-1,[748 531 834 704],4
100,1,SOL4_ST2_0007_CROPPED_0.JPG,"[0, 0]",1-47,[ 40 694  74 744],9
100,1,SOL4_ST2_0007_CROPPED_0.JPG,"[0, 0]",1-48,[802 291 849 344],7
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-0,[177 463 313 676],4
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-1,[236 531 322 704],4
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-2,[108 454 758 895],4
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-9,[788 355 841 390],2
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-25,[564 133 598 160],9
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-26,[781  83 800 112],9
101,1,SOL4_ST2_0007_CROPPED_1.JPG,"[0, 1]",1-48,[290 291 337 344],7
102,1,SOL4_ST2_0007_CROPPED_2.JPG,"[0, 2]",1-9,[276 355 329 390],2
102,1,SOL4_ST2_0007_CROPPED_2.JPG,"[0, 2]",1-25,[ 52 133  86 160],9
102,1,SOL4_ST2_0007_CROPPED_2.JPG,"[0, 2]",1-26,[269  83 288 112],9
103,1,SOL4_ST2_0007_CROPPED_3.JPG,"[0, 3]",1-8,[674 840 733 895],2
104,1,SOL4_ST2_0007_CROPPED_4.JPG,"[0, 4]",1-8,[162 840 221 895],2
105,1,SOL4_ST2_0007_CROPPED_5.JPG,"[0, 5]",1-16,[645 195 881 317],0
105,1,SOL4_ST2_0007_CROPPED_5.JPG,"[0, 5]",1-17,[454 686 512 714],7
106,1,SOL4_ST2_0007_CROPPED_6.JPG,"[0, 6]",1-3,[667 322 780 663],4
106,1,SOL4_ST2_0007_CROPPED_6.JPG,"[0, 6]",1-16,[133 195 369 317],0
107,1,SOL4_ST2_0007_CROPPED_7.JPG,"[0, 7]",1-3,[155 322 268 663],4
107,1,SOL4_ST2_0007_CROPPED_7.JPG,"[0, 7]",1-50,[428 681 516 750],1
107,1,SOL4_ST2_0007_CROPPED_7.JPG,"[0, 7]",1-53,[947 795 976 821],7
108,1,SOL4_ST2_0007_CROPPED_8.JPG,"[0, 8]",1-36,[928 498 988 533],7
108,1,SOL4_ST2_0007_CROPPED_8.JPG,"[0, 8]",1-51,[178 414 564 898],0
108,1,SOL4_ST2_0007_CROPPED_8.JPG,"[0, 8]",1-52,[476 781 521 862],7
108,1,SOL4_ST2_0007_CROPPED_8.JPG,"[0, 8]",1-53,[435 795 464 821],7
109,1,SOL4_ST2_0007_CROPPED_9.JPG,"[1, 0]",1-1,[748  19 834 192],4
109,1,SOL4_ST2_0007_CROPPED_9.JPG,"[1, 0]",1-31,[950 490 991 533],7
109,1,SOL4_ST2_0007_CROPPED_9.JPG,"[1, 0]",1-47,[ 40 182  74 232],9
110,1,SOL4_ST2_0007_CROPPED_10.JPG,"[1, 1]",1-1,[236  19 322 192],4
110,1,SOL4_ST2_0007_CROPPED_10.JPG,"[1, 1]",1-31,[438 490 479 533],7
112,1,SOL4_ST2_0007_CROPPED_12.JPG,"[1, 3]",1-8,[674 328 733 383],2
112,1,SOL4_ST2_0007_CROPPED_12.JPG,"[1, 3]",1-20,[488 845 559 936],5
113,1,SOL4_ST2_0007_CROPPED_13.JPG,"[1, 4]",1-6,[ 486  948  536 1005],2
113,1,SOL4_ST2_0007_CROPPED_13.JPG,"[1, 4]",1-8,[162 328 221 383],2
114,1,SOL4_ST2_0007_CROPPED_14.JPG,"[1, 5]",1-7,[712 498 759 543],2
114,1,SOL4_ST2_0007_CROPPED_14.JPG,"[1, 5]",1-17,[454 174 512 202],7
114,1,SOL4_ST2_0007_CROPPED_14.JPG,"[1, 5]",1-46,[ 24 201 556 637],0
115,1,SOL4_ST2_0007_CROPPED_15.JPG,"[1, 6]",1-7,[200 498 247 543],2
116,1,SOL4_ST2_0007_CROPPED_16.JPG,"[1, 7]",1-49,[866 555 945 640],3
116,1,SOL4_ST2_0007_CROPPED_16.JPG,"[1, 7]",1-50,[428 169 516 238],1
116,1,SOL4_ST2_0007_CROPPED_16.JPG,"[1, 7]",1-53,[947 283 976 309],7
117,1,SOL4_ST2_0007_CROPPED_17.JPG,"[1, 8]",1-38,[735 571 947 936],7
117,1,SOL4_ST2_0007_CROPPED_17.JPG,"[1, 8]",1-49,[354 555 433 640],3
117,1,SOL4_ST2_0007_CROPPED_17.JPG,"[1, 8]",1-52,[476 269 521 350],7
117,1,SOL4_ST2_0007_CROPPED_17.JPG,"[1, 8]",1-53,[435 283 464 309],7
118,1,SOL4_ST2_0007_CROPPED_18.JPG,"[2, 0]",1-28,[553 605 579 626],9
118,1,SOL4_ST2_0007_CROPPED_18.JPG,"[2, 0]",1-29,[150 716 184 755],9
118,1,SOL4_ST2_0007_CROPPED_18.JPG,"[2, 0]",1-44,[298 300 436 564],0
119,1,SOL4_ST2_0007_CROPPED_19.JPG,"[2, 1]",1-24,[581 531 631 600],7
119,1,SOL4_ST2_0007_CROPPED_19.JPG,"[2, 1]",1-28,[ 41 605  67 626],9
120,1,SOL4_ST2_0007_CROPPED_20.JPG,"[2, 2]",1-22,[ 829  981  860 1000],9
120,1,SOL4_ST2_0007_CROPPED_20.JPG,"[2, 2]",1-24,[ 69 531 119 600],7
121,1,SOL4_ST2_0007_CROPPED_21.JPG,"[2, 3]",1-20,[488 333 559 424],5
121,1,SOL4_ST2_0007_CROPPED_21.JPG,"[2, 3]",1-22,[ 317  981  348 1000],9
122,1,SOL4_ST2_0007_CROPPED_22.JPG,"[2, 4]",1-6,[486 436 536 493],2
123,1,SOL4_ST2_0007_CROPPED_23.JPG,"[2, 5]",1-5,[597 893 683 978],2
123,1,SOL4_ST2_0007_CROPPED_23.JPG,"[2, 5]",1-18,[547 678 726 809],17
124,1,SOL4_ST2_0007_CROPPED_24.JPG,"[2, 6]",1-5,[ 85 893 171 978],2
124,1,SOL4_ST2_0007_CROPPED_24.JPG,"[2, 6]",1-18,[ 35 678 214 809],17
124,1,SOL4_ST2_0007_CROPPED_24.JPG,"[2, 6]",1-34,[473 619 600 752],0
125,1,SOL4_ST2_0007_CROPPED_25.JPG,"[2, 7]",1-33,[680 678 800 812],0
125,1,SOL4_ST2_0007_CROPPED_25.JPG,"[2, 7]",1-49,[866  43 945 128],3
126,1,SOL4_ST2_0007_CROPPED_26.JPG,"[2, 8]",1-11,[871 809 914 850],2
126,1,SOL4_ST2_0007_CROPPED_26.JPG,"[2, 8]",1-12,[778 507 838 576],8
126,1,SOL4_ST2_0007_CROPPED_26.JPG,"[2, 8]",1-33,[168 678 288 812],0
126,1,SOL4_ST2_0007_CROPPED_26.JPG,"[2, 8]",1-38,[735  59 947 424],7
126,1,SOL4_ST2_0007_CROPPED_26.JPG,"[2, 8]",1-49,[354  43 433 128],3
127,1,SOL4_ST2_0007_CROPPED_27.JPG,"[3, 0]",1-28,[553  93 579 114],9
127,1,SOL4_ST2_0007_CROPPED_27.JPG,"[3, 0]",1-29,[150 204 184 243],9
128,1,SOL4_ST2_0007_CROPPED_28.JPG,"[3, 1]",1-23,[674 702 729 747],7
128,1,SOL4_ST2_0007_CROPPED_28.JPG,"[3, 1]",1-24,[581  19 631  88],7
128,1,SOL4_ST2_0007_CROPPED_28.JPG,"[3, 1]",1-28,[ 41  93  67 114],9
128,1,SOL4_ST2_0007_CROPPED_28.JPG,"[3, 1]",1-43,[486 676 600 852],0
129,1,SOL4_ST2_0007_CROPPED_29.JPG,"[3, 2]",1-22,[829 469 860 488],9
129,1,SOL4_ST2_0007_CROPPED_29.JPG,"[3, 2]",1-23,[162 702 217 747],7
129,1,SOL4_ST2_0007_CROPPED_29.JPG,"[3, 2]",1-24,[ 69  19 119  88],7
129,1,SOL4_ST2_0007_CROPPED_29.JPG,"[3, 2]",1-30,[ 943  707 1012  790],5
130,1,SOL4_ST2_0007_CROPPED_30.JPG,"[3, 3]",1-22,[317 469 348 488],9
130,1,SOL4_ST2_0007_CROPPED_30.JPG,"[3, 3]",1-30,[431 707 500 790],5
132,1,SOL4_ST2_0007_CROPPED_32.JPG,"[3, 5]",1-5,[597 381 683 466],2
132,1,SOL4_ST2_0007_CROPPED_32.JPG,"[3, 5]",1-18,[547 166 726 297],17
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-5,[ 85 381 171 466],2
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-10,[935 509 976 562],2
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-14,[804 866 871 931],7
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-18,[ 35 166 214 297],17
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-19,[664 724 731 785],1
133,1,SOL4_ST2_0007_CROPPED_33.JPG,"[3, 6]",1-34,[473 107 600 240],0
134,1,SOL4_ST2_0007_CROPPED_34.JPG,"[3, 7]",1-10,[423 509 464 562],2
134,1,SOL4_ST2_0007_CROPPED_34.JPG,"[3, 7]",1-14,[292 866 359 931],7
134,1,SOL4_ST2_0007_CROPPED_34.JPG,"[3, 7]",1-19,[152 724 219 785],1
134,1,SOL4_ST2_0007_CROPPED_34.JPG,"[3, 7]",1-33,[680 166 800 300],0
135,1,SOL4_ST2_0007_CROPPED_35.JPG,"[3, 8]",1-11,[871 297 914 338],2
135,1,SOL4_ST2_0007_CROPPED_35.JPG,"[3, 8]",1-33,[168 166 288 300],0
136,1,SOL4_ST2_0007_CROPPED_36.JPG,"[4, 0]",1-27,[136 935 181 988],7
137,1,SOL4_ST2_0007_CROPPED_37.JPG,"[4, 1]",1-23,[674 190 729 235],7
137,1,SOL4_ST2_0007_CROPPED_37.JPG,"[4, 1]",1-42,[629 754 881 990],0
137,1,SOL4_ST2_0007_CROPPED_37.JPG,"[4, 1]",1-43,[486 164 600 340],0
138,1,SOL4_ST2_0007_CROPPED_38.JPG,"[4, 2]",1-21,[814 497 829 521],9
138,1,SOL4_ST2_0007_CROPPED_38.JPG,"[4, 2]",1-23,[162 190 217 235],7
138,1,SOL4_ST2_0007_CROPPED_38.JPG,"[4, 2]",1-30,[ 943  195 1012  278],5
138,1,SOL4_ST2_0007_CROPPED_38.JPG,"[4, 2]",1-42,[117 754 369 990],0
139,1,SOL4_ST2_0007_CROPPED_39.JPG,"[4, 3]",1-21,[302 497 317 521],9
139,1,SOL4_ST2_0007_CROPPED_39.JPG,"[4, 3]",1-30,[431 195 500 278],5
141,1,SOL4_ST2_0007_CROPPED_41.JPG,"[4, 5]",1-39,[169 635 521 888],0
142,1,SOL4_ST2_0007_CROPPED_42.JPG,"[4, 6]",1-14,[804 354 871 419],7
142,1,SOL4_ST2_0007_CROPPED_42.JPG,"[4, 6]",1-19,[664 212 731 273],1
143,1,SOL4_ST2_0007_CROPPED_43.JPG,"[4, 7]",1-13,[769 502 809 557],2
143,1,SOL4_ST2_0007_CROPPED_43.JPG,"[4, 7]",1-14,[292 354 359 419],7
143,1,SOL4_ST2_0007_CROPPED_43.JPG,"[4, 7]",1-19,[152 212 219 273],1
144,1,SOL4_ST2_0007_CROPPED_44.JPG,"[4, 8]",1-13,[257 502 297 557],2
130,1,SOL4_ST2_0007_CROPPED_30.JPG,"[3, 3]",1-41,[ 443    0  964 1023],1
143,1,SOL4_ST2_0007_CROPPED_43.JPG,"[4, 7]",1-32,[ 285    0 1023 1023],0
130,1,SOL4_ST2_0007_CROPPED_30.JPG,"[3, 3]",1-40,[   0    0 1023 1023],0
200,2,SOL4_ST2_0049_CROPPED_0.JPG,"[0, 0]",2-0,[739 517 920 736],12
200,2,SOL4_ST2_0049_CROPPED_0.JPG,"[0, 0]",2-26,[ 67 807 200 969],0
201,2,SOL4_ST2_0049_CROPPED_1.JPG,"[0, 1]",2-0,[227 517 408 736],12
201,2,SOL4_ST2_0049_CROPPED_1.JPG,"[0, 1]",2-51,[ 779  971  819 1010],7
202,2,SOL4_ST2_0049_CROPPED_2.JPG,"[0, 2]",2-1,[706 326 874 636],16
202,2,SOL4_ST2_0049_CROPPED_2.JPG,"[0, 2]",2-51,[ 267  971  307 1010],7
203,2,SOL4_ST2_0049_CROPPED_3.JPG,"[0, 3]",2-1,[194 326 362 636],16
203,2,SOL4_ST2_0049_CROPPED_3.JPG,"[0, 3]",2-68,[482 381 535 444],7
203,2,SOL4_ST2_0049_CROPPED_3.JPG,"[0, 3]",2-70,[275 413 853 995],0
203,2,SOL4_ST2_0049_CROPPED_3.JPG,"[0, 3]",2-89,[817 188 850 214],9
204,2,SOL4_ST2_0049_CROPPED_4.JPG,"[0, 4]",2-71,[813   1 859 136],4
204,2,SOL4_ST2_0049_CROPPED_4.JPG,"[0, 4]",2-89,[305 188 338 214],9
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-56,[658 614 679 626],9
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-57,[640 888 657 899],9
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-58,[505 783 519 801],9
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-59,[668 333 731 401],1
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-60,[479 162 897 559],0
205,2,SOL4_ST2_0049_CROPPED_5.JPG,"[0, 5]",2-71,[301   1 347 136],4
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-42,[ 724  925  875 1023],0
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-43,[762 749 909 904],0
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-44,[603 576 761 723],0
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-56,[146 614 167 626],9
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-57,[128 888 145 899],9
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-59,[156 333 219 401],1
206,2,SOL4_ST2_0049_CROPPED_6.JPG,"[0, 6]",2-98,[637 768 718 834],0
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-35,[940 629 992 683],7
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-42,[ 212  925  363 1023],0
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-43,[250 749 397 904],0
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-44,[ 91 576 249 723],0
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-65,[649 923 683 960],7
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-87,[578 373 607 405],7
207,2,SOL4_ST2_0049_CROPPED_7.JPG,"[0, 7]",2-98,[125 768 206 834],0
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-30,[735 114 764 160],7
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-35,[428 629 480 683],7
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-65,[137 923 171 960],7
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-87,[ 66 373  95 405],7
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-91,[345 360 545 436],4
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-92,[661 402 842 471],3
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-93,[511 448 714 588],3
208,2,SOL4_ST2_0049_CROPPED_8.JPG,"[0, 8]",2-94,[549 510 585 550],7
209,2,SOL4_ST2_0049_CROPPED_9.JPG,"[1, 0]",2-0,[739   5 920 224],12
209,2,SOL4_ST2_0049_CROPPED_9.JPG,"[1, 0]",2-26,[ 67 295 200 457],0
210,2,SOL4_ST2_0049_CROPPED_10.JPG,"[1, 1]",2-0,[227   5 408 224],12
210,2,SOL4_ST2_0049_CROPPED_10.JPG,"[1, 1]",2-29,[838 345 960 638],4
210,2,SOL4_ST2_0049_CROPPED_10.JPG,"[1, 1]",2-51,[779 459 819 498],7
211,2,SOL4_ST2_0049_CROPPED_11.JPG,"[1, 2]",2-17,[707 448 783 524],8
211,2,SOL4_ST2_0049_CROPPED_11.JPG,"[1, 2]",2-29,[326 345 448 638],4
211,2,SOL4_ST2_0049_CROPPED_11.JPG,"[1, 2]",2-51,[267 459 307 498],7
211,2,SOL4_ST2_0049_CROPPED_11.JPG,"[1, 2]",2-88,[764 605 800 638],9
212,2,SOL4_ST2_0049_CROPPED_12.JPG,"[1, 3]",2-17,[195 448 271 524],8
212,2,SOL4_ST2_0049_CROPPED_12.JPG,"[1, 3]",2-18,[495 645 526 676],7
212,2,SOL4_ST2_0049_CROPPED_12.JPG,"[1, 3]",2-36,[553 664 576 684],9
212,2,SOL4_ST2_0049_CROPPED_12.JPG,"[1, 3]",2-38,[ 671  977  693 1018],7
212,2,SOL4_ST2_0049_CROPPED_12.JPG,"[1, 3]",2-88,[252 605 288 638],9
213,2,SOL4_ST2_0049_CROPPED_13.JPG,"[1, 4]",2-36,[ 41 664  64 684],9
213,2,SOL4_ST2_0049_CROPPED_13.JPG,"[1, 4]",2-38,[ 159  977  181 1018],7
214,2,SOL4_ST2_0049_CROPPED_14.JPG,"[1, 5]",2-56,[658 102 679 114],9
214,2,SOL4_ST2_0049_CROPPED_14.JPG,"[1, 5]",2-57,[640 376 657 387],9
214,2,SOL4_ST2_0049_CROPPED_14.JPG,"[1, 5]",2-58,[505 271 519 289],9
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-33,[762 945 795 976],7
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-42,[724 413 875 511],0
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-43,[762 237 909 392],0
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-44,[603  64 761 211],0
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-56,[146 102 167 114],9
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-57,[128 376 145 387],9
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-78,[452 783 552 876],3
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-81,[705 826 725 848],9
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-82,[ 977  648 1008  680],2
215,2,SOL4_ST2_0049_CROPPED_15.JPG,"[1, 6]",2-98,[637 256 718 322],0
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-33,[250 945 283 976],7
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-35,[940 117 992 171],7
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-42,[212 413 363 511],0
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-43,[250 237 397 392],0
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-44,[ 91  64 249 211],0
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-64,[560 471 589 513],7
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-65,[649 411 683 448],7
216,2,SOL4_ST2_0049_CROPPED_16.JPG,"[1, 7]",2-72,[842 778 890 824],7
